Number,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24hr), 1h, 24h, 7d
612,ELTCOIN,ELTCOIN,3226086,0.0358454,90000000,3987.82,-0.73,6.85,13.51
613,FundYourselfNow,FYN,3209353.5,3.77571,850000,9467.9,-0.56,21.92,-4.06
614,Footy Cash,XFT,3202202.819,0.698916,4581670.5,4032.69,-4.73,9.73,-6.55
615,Primalbase Token,PBT,3177460,3177.46,1000,725725,-1.28,5.55,22.97
616,Quark,QRK,3162636.437,0.0124347,254339584.9,6768.25,0.37,11.16,-8.98
617,Carboncoin,CARBON,3121670.171,0.000202811,15392016069,908.531,-12.71,-14.55,14.99
618,Version,V,3113317.57,0.00648427,480133857.8,634.48,-0.97,13.11,2.26
619,Unitus,UIS,3000171.747,0.0641256,46785866.28,6362.54,6.48,17.75,21.09
620,ArcticCoin,ARC,2998929.295,0.121724,24637124.11,36944.6,-2.68,10.59,41.59
621,42-coin,42,2990943.938,71213,41.99997104,5076.87,-1,16.36,2.75
622,LiteDoge,LDOGE,2976424.109,0.000199213,14940913038,14370.9,-1.09,6.59,16.16
623,Adzcoin,ADZ,2935271.13,0.0674933,43489814.99,4998.34,-1.96,8.87,-12.93
624,EquiTrader,EQT,2844516.499,0.279573,10174503.61,9535.52,3.67,2.72,4.77
625,SmileyCoin,SMLY,2834755.459,0.000109196,25960250000,4309.18,-0.49,0.36,-25.4
626,Ergo,EFYT,2820921.379,7.10023,397300,795.669,0.56,-0.38,-10.54
627,OP Coin,OPC,2779251.939,0.0443929,62605775.68,62615.8,-4.97,7,-19.43
628,bitJob,STU,2750955.673,0.0572591,48043990.79,128989,-0.14,-1.52,-6.03
629,HomeBlockCoin,HBC,2696970,0.539394,5000000,293263,9.29,-43.43,-70.32
630,Cream,CRM,2496733.366,0.0554407,45034304.5,295060,-3.82,15.88,6.24
631,InflationCoin,IFLT,2423546.84,6.50E-05,37277249701,1195.61,-2.54,2.32,-6.83
632,Jetcoin,JET,2421561.256,0.354874,6823721.254,19472.6,13.71,43.17,23.31
633,Canada eCoin,CDN,2379209.061,0.0244233,97415544.22,2504.51,-0.95,10.39,31.91
634,NEVERDIE,NDC,2364560.498,0.0576663,41004200,611.661,-0.56,10.4,-22.79
635,Commodity Ad ...,CDX,2304321.915,0.0707933,32550000,3430.24,25.5,-28.53,-18.14
636,Moin,MOIN,2304075.454,0.310746,7414658.449,8525.9,-1.25,-0.99,-3.51
637,NobleCoin,NOBL,2262030.562,0.000974284,2321736334,3405.79,-9.24,2.14,-37.16
638,Dinastycoin,DCY,2236932.485,0.00150692,1484440106,3204.8,-1,-0.28,7.76
639,Linx,LINX,2216042.866,0.130129,17029585,14190.2,-0.37,17.4,3.93
640,TheGCCcoin,GCC,2210009.824,0.00380856,580274388.3,2794.27,-0.99,-31.55,-40.18
641,UnbreakableCoin,UNB,2187481.908,0.960201,2278150,339718,-1.38,14.98,4.61
642,Fastcoin,FST,2181990.994,0.0139057,156913423.6,2794.96,0.25,15.85,25.49
643,Qbic,QBIC,2162850.183,10.4622,206729.9596,184608,12.64,5.79,-9.64
644,ERC20,ERC20,2136577.306,0.00135678,1574741156,3062.62,-0.94,32.2,-54.91
645,Kubera Coin,KBR,2129692.117,0.0186124,114423294,324071,-4.95,17.58,14.37
646,PopularCoin,POP,2106084.761,0.000616976,3413560270,2855.76,-0.95,29.36,25.85
647,WorldCoin,WDC,2073698.005,0.0175888,117898776.8,2966.06,5.02,15.57,3.5
648,Unify,UNIFY,2050518.243,0.114917,17843471.75,14247.6,2.77,5.56,0.71
649,Copico,XCPO,2017305.674,0.12811,15746668.29,26293.8,-6.71,7.58,33.89
650,Bata,BTA,2012983.727,0.402739,4998233.91,8029.47,-2.02,10.6,5.25
651,MAZA,MZC,1962942.221,0.00186,1055345280,7981.5,3.95,9.57,6.23
652,Bytecent,BYC,1951989.993,0.98075,1990303.332,10453.2,-1,14.8,10.93
653,HitCoin,HTC,1947920.777,0.000177143,10996318099,23756.5,-0.99,41.72,2.56
654,InsaneCoin,INSN,1905819.026,0.10363,18390611.08,1627.55,-1.04,-7.36,7.53
655,Bitradio,BRO,1896868.234,0.310682,6105497.692,2864.61,-1.05,18.59,6.51
656,Photon,PHO,1896472.039,8.86E-05,21411812168,15666.3,-30.7,-22.39,-55.84
657,Elementrem,ELE,1863806.551,0.0717427,25979041.09,2634.72,-1,0.14,-7.17
658,FujiCoin,FJC,1857048.723,0.00142599,1302287339,3039.57,-6.23,10.13,-8.62
659,Royal Kingdom...,RKC,1850472,0.68536,2700000,56975,-4.98,6.12,-11.87
660,Skeincoin,SKC,1847068.456,0.139145,13274414.86,8625.24,-0.99,12.63,4.92
661,Bitcoin Scrypt,BTCS,1842474.931,0.110537,16668400,4269.01,8.65,33,24.32
662,Ultimate Secu...,USC,1831289.53,0.177054,10343113.01,872.413,45.86,,
663,Influxcoin,INFX,1829526.838,1.09331,1673383.43,46415.9,-0.79,11.78,13.36
664,CarTaxi Token,CTX,1824103.768,0.0301033,60594810.81,1657.04,-0.58,3.06,11.33
665,FuckToken,FUCK,1823691.669,0.0354853,51392877.29,12201.5,-0.56,-0.92,-36.43
666,FlutterCoin,FLT,1816878.843,0.00416285,436450711.2,1523.62,-2.48,-9.73,-2.16
667,Etheriya,RIYA,1807658.302,1.14298,1581531,1804,-1.03,10.47,-20.43
668,LeviarCoin,XLC,1801733.299,0.169437,10633647.31,3534.19,-1.2,6.82,-15.26
669,Miners' Rewar...,MRT,1800780,0.180078,,55327.8,1.4,13.6,37.64
670,PiplCoin,PIPL,1795862.289,0.0215217,83444258.07,712.79,-1,7.91,-15.31
671,eBitcoinCash,EBCH,1792073.644,0.192997,9285500,647.376,-1,62.83,42.63
672,SkinCoin,SKIN,1785345.16,0.0202458,88183483,29295.2,-0.99,6.26,-12.96
673,CryptoCarbon,CCRB,1772435.191,0.49758,3562111,43660,-0.85,33.04,7.27
674,Legends Room,LGD,1759212,0.879606,2000000,28585.1,-1.02,15.83,5.69
675,Zennies,ZENI,1748920.43,0.0017475,1000812836,67266.9,-1.01,12.62,18.72
676,Cryptonite,XCN,1732499.22,0.00442856,391210510.9,3423.88,2.42,21.26,8.79
677,CoinonatX,XCXT,1726879.039,0.0949087,18195160.6,47544.9,5.8,65.57,77.89
678,KekCoin,KEK,1699984.575,0.161465,10528502,752.755,-1,9.5,-15.56
679,Suretly,SUR,1691238.416,7.63646,221468.9026,47928.4,-1.23,1.69,79.72
680,Growers Inter...,GRWI,1676410.397,1.42629,1175364.334,3755.75,-1.03,19.4,-9.93
681,NetCoin,NET,1673203.122,0.00212571,787126711.6,4289.71,0.19,28.11,24.52
682,Abjcoin,ABJ,1625117.606,0.196622,8265187.039,1465.42,-1,-21.45,16.6
683,LanaCoin,LANA,1612589.552,0.00185537,869147152.1,4010.61,-0.99,4.26,16.1
684,Authorship,ATS,1610872,0.0201359,80000000,4255.83,-0.09,9.47,-7.7
685,Ethereum Cash,ECASH,1598531.1,0.113371,14100000,14133.9,-0.98,11.29,67.64
686,SmartCoin,SMC,1594192.735,0.0666904,23904381.06,21677,-0.87,12,10.59
687,Soma,SCT,1517184.337,0.376483,4029888.036,6161.31,0.21,19.8,-26.12
688,Ethereum Gold,ETG,1483188,0.123599,12000000,23180.7,-0.89,20.21,-6.99
689,Scorecoin,SCORE,1481326.481,0.0354915,41737500,2503.69,-1.04,13.49,-25.51
690,BitTokens,BXT,1479623.403,2.56517,576813,6232.51,-1.09,12.88,26.72
691,Zetacoin,ZET,1457783.012,0.00870152,167531995.8,1546.12,0.29,12.7,-5.43
692,Ace,ACE,1455812.197,0.379902,3832073,408514,-2.72,6.75,-8.9
693,Guncoin,GUN,1445829.399,0.00717427,201529828,5988.81,-4.21,22.88,62.1
694,I0Coin,I0C,1425812.769,0.0679342,20988143.95,1195.84,-1,21.88,28.07
695,Monster Byte,MBI,1400290.899,0.083238,16822736,6148.95,-0.85,-7.2,-11.3
696,KiloCoin,KLC,1395868.983,0.00711097,196297971,53833.3,-10.26,-77.57,-84.34
697,Cryptojacks,CJ,1389671.738,0.00341805,406568580.9,17066.6,0.06,13.81,-15.53
698,Halcyon,HAL,1343559.554,0.243571,5516089.988,26382.2,-3.79,15.59,13.23
699,Kolion,KLN,1338054,2.23009,600000,65680.7,0.1,9.32,-8.38
700,CryptoInsight,TKR,1333929.39,0.106461,12529746.95,9786.86,-0.56,48.44,62.25
701,TittieCoin,TTC,1329786.639,0.00105554,1259816434,7267.81,-6.42,1.86,-6.39
702,Megacoin,MEC,1328619.929,0.0361118,36791849.99,3030.02,-1.03,-1.43,-16.21
703,BlazeCoin,BLZ,1293616.537,0.00212571,608557393.5,6550.61,3.95,27.62,
704,Machinecoin,MAC,1282220.545,0.062797,20418500,2301.37,-1.46,12.86,10.53
705,Digitalcoin,DGC,1270587.161,0.0452648,28070093.34,3704.25,-1.05,10.47,-11.35
706,Desire,DSR,1255568.616,1.2399,1012637,19161.3,-0.88,2.28,-7.14
707,BlakeStar,BLAS,1225391.99,0.00432587,283270646.2,8896.37,-0.26,8.92,-12.73
708,Billionaire T...,XBL,1182713.058,0.361877,3268273.635,9150.47,-0.86,41.52,57.76
709,Kobocoin,KOBO,1181921.672,0.0478506,24700247.68,826.807,-2.42,21.1,-20.32
710,Capricoin,CPC,1178490.719,0.592193,1990045,146415,0.96,13.82,31.17
711,DROXNE,DRXNE,1178422.739,0.0176257,66858209.28,4912.2,-1.03,6.09,-8.08
712,Piggycoin,PIGGY,1169218.751,0.00238976,489261997.5,2076.66,0.34,13.55,1.42
713,Fantomcoin,FCN,1162221.275,0.168285,6906267.788,611.421,4.51,11.42,7.89
714,CryptoForecast,CFT,1157369.2,0.0251602,46000000,1416.4,-7.52,8.93,-33.11
715,Eternity,ENT,1146926.035,0.277405,4134482.201,2963.21,1.85,3.92,32.37
716,TOKYO,TOKC,1139976.953,0.00970801,117426429.6,124603,-0.73,25.87,81.06
717,DFSCoin,DFS,1129408.068,0.0667513,16919641.53,22974.7,1.54,4.12,-9.92
718,PetroDollar,XPD,1125321.739,0.017585,,5572.63,1.23,0.75,15.35
719,Aricoin,ARI,1118091.339,0.00797142,140262505.1,5185.85,-1.03,3.07,80.96
720,Centurion,CNT,1110953.224,0.0150377,73877868.58,779.454,-1.68,-22.45,-56.44
721,TrumpCoin,TRUMP,1109945.435,0.169429,6551094.768,15879.1,10.31,41.07,3.63
722,PureVidz,VIDZ,1104790.967,0.00881859,125279774.5,26310.9,-5.77,54.15,32.12
723,Octanox,OTX,1091638.128,0.128428,8500001,9999.52,-1,21.48,14.26
724,Triangles,TRI,1027066.696,9.80413,104758.5759,803.691,-1,-8.57,4.67
725,PlatinumBAR,XPTX,1014727.991,1.82302,556619.2312,1594.8,-0.99,26.78,35.96
726,Titcoin,TIT,1005069.547,0.0201424,49898202.15,13373.4,-1.02,38.58,40.05
727,GanjaCoin,MRJA,995244.6215,0.223554,4451920.438,7838.72,-1,21.64,
728,QubitCoin,Q2C,990121.6002,0.00398571,248417872.9,1327.82,-10.89,-1.69,-12.61
729,Deutsche eMark,DEM,988005.9258,0.028677,34452903.92,530.766,-3.73,11.18,-14.97
730,BiblePay,BBP,965301.8198,0.00241867,399104392,3082.87,0.52,12.53,-38.46
731,Blakecoin,BLC,960375.9555,0.0635056,15122697.14,1702.67,-0.99,-2.03,36.33
732,Bit20,BTWTY,959618.096,944506,1.016,666.156,0.32,17.33,3.74
733,iTicoin,ITI,946825.6,29.5883,32000,575.341,-2.31,13.53,-17.1
734,Elcoin,EL,937760.1136,0.0836616,11208967,3912.18,0.57,9.37,5.36
735,Minereum,MNE,937183.6062,0.443801,2111720.357,14179.3,-1.17,9.47,-11.01
736,FuelCoin,FC2,936604.7369,0.00921141,101678758.9,1168.52,1.95,12.53,-19.83
737,Bitstar,BITS,931278.9168,0.0403505,23079736.73,574.201,-1.03,0.14,-8.35
738,Madcoin,MDC,928116.5513,0.510063,1819611.6,9091.86,27.66,25.55,-2.36
739,Confido,CFD,926208,0.102912,9000000,1297.08,7.39,25.18,-6.48
740,Sovereign Hero,HERO,917585.385,192.245,4773,3183.4,-0.91,9.55,10.27
741,Bitcoin Red,BTCRED,911131.5593,0.0443373,20550001,8780.92,-2.92,14.05,12.81
742,MACRON,MCRN,905811.4049,0.00225651,401421400.7,642.05,0.87,-9.35,17.52
743,RouletteToken,RLT,873284.7638,0.0854717,10217238.73,95390.6,-1.03,8.69,-10.31
744,Joulecoin,XJO,870466.4451,0.024888,34975347.36,13280.7,-1.03,21.82,19.97
745,Shadow Token,SHDW,864808,0.123544,7000000,4154.85,-1,71.57,242.23
746,WavesGo,WGO,860082.2701,0.0904995,9503724,990.055,0.12,17.6,-6.59
747,Steneum Coin,STN,853894.3129,0.397654,2147329.872,21437.9,-3.08,1.66,-26.9
748,Rimbit,RBT,843238.3815,0.00426781,197581050.1,6172.98,-1.32,7.33,27.48
749,GoldBlocks,GB,833605.5704,0.0543241,15345041.53,1297.43,-1.49,11.41,-33.2
750,Opal,OPAL,828545.9394,0.0547064,15145320.1,1236.94,-6.39,7.62,31.81
751,FUNCoin,FUNC,826001.001,0.141231,5848581.409,596.927,-0.3,17.7,-9.18
752,Kurrent,KURT,821122.5641,0.013381,61364813.1,829.942,-1.73,8.85,-16.62
753,Visio,VISIO,816591.8658,0.0160314,50937027.7,880.887,-1,1.89,-18.48
754,WhaleCoin,WHL,812990.5368,0.124817,6513460,654.487,-0.53,2.23,4.7
755,Dashcoin,DSH,767421.6268,0.0436656,17574970.38,2947.36,-0.92,44.07,33.1
756,MaxCoin,MAX,761927.982,0.0124,,552.692,0.44,12.45,11.3
757,iEthereum,IETH,761309.3286,0.0423373,17982000,5211.36,-0.74,2.55,8.58
758,Happycoin,HPC,760676.234,0.0568342,13384128.47,5104.62,-6.82,-10.22,-32.58
759,MojoCoin,MOJO,756303.0206,0.0621737,12164356,8749.95,0.37,15.22,-60.43
760,GlobalToken,GLT,742722.0707,0.0265531,27971200,1963.8,-6.7,8.73,-8.71
761,BTSR,BTSR,733974.2791,0.223482,3284265.754,1490.82,-0.28,-1.51,-4.75
762,SagaCoin,SAGA,729978.0754,3.29132,221788.8493,129154,-1.2,10.74,-4.35
763,VoteCoin,VOT,724614.9636,0.0439837,16474625,8406.9,-0.99,77.71,192.09
764,Argentum,ARG,719087.0246,0.0803704,8947162.445,5257.74,-1.07,13.84,68.67
765,DaxxCoin,DAXX,718280.6543,0.00141714,506852290,5390.89,-1,12.77,-4.85
766,Crystal Clear,CCT,716045.2825,0.139768,5123098.867,6724.21,-0.3,24.58,-2.49
767,8Bit,8BIT,713834.4598,0.486316,1467840.786,2261.02,-1.33,31.1,18.56
768,Sterlingcoin,SLG,713524.9158,0.168842,4225991.849,531.675,-0.73,5.26,-6.67
769,808Coin,808,705654.9389,0.000177381,3978187849,11709.6,24.26,-11.15,0.63
770,Pakcoin,PAK,702781.3949,0.0145092,48436950,1684.38,-0.99,-0.32,2.4
771,AmsterdamCoin,AMS,697966.8637,0.0139032,50201886.17,640.53,-0.99,18.54,30.86
772,Phoenixcoin,PXC,680576.8387,0.0106286,64032594.95,1718.49,-0.99,6.95,6.53
773,AdCoin,ACC,678061.1365,0.120853,5610627.262,2136.03,-1.01,12.37,-19.19
774,Newbium,NEWB,677730,0.0135546,50000000,990.073,-0.59,0.61,-29.78
775,Sugar Exchange,SGR,676998,0.193428,3500000,4935.44,-1.05,28.13,4.05
776,DigitalDevelo...,DDF,674306.2374,0.131744,5118307,2697.71,-0.95,5.45,26.79
777,Cashcoin,CASH,671410.2385,0.0140828,47675905.25,1407.46,-0.99,13.57,10.92
778,PayCoin,XPY,670447.3272,0.0565522,11855371.27,1948.14,-1.52,8.99,23.46
779,SecureCoin,SRC,667793.3492,0.0789497,8458465.95,1851.71,-1,14.16,42.83
780,HiCoin,XHI,655606.2888,0.00345547,189729990.1,34156.9,-0.62,3.49,2.65
781,LiteBar,LTB,642557.2279,0.739836,868513.0595,1131.32,-0.99,17.78,19.69
782,Crypto,CTO,639620.1314,0.0491571,13011754.79,9921.75,-1.03,104.16,593.78
783,Coin(O),CNO,633659.1647,0.00602285,105209189.1,1538.45,-1,18.99,-3.03
784,Senderon,SDRN,610751.8495,0.0139943,43642901,964.346,-0.99,2.35,-8.84
785,SuperCoin,SUPER,597144.1948,0.012437,48013523.74,828.584,-0.99,9.11,-35.04
786,BritCoin,BRIT,564659.3394,0.0265496,21268092.15,608.758,4.95,71.38,11.82
787,Garlicoin,GRLC,557887.235,0.27141,2055514.664,20620.9,-8.77,-3.19,-67.58
788,Fujinto,NTO,552344.4328,0.00839398,65802448.03,2709.18,-1.01,17.81,-1.32
789,RedCoin,RED,544798.2688,0.00735142,74107896,2682.33,-0.59,22.28,16.97
790,Prime-XI,PXI,536465.9395,0.0283455,18925964.95,3231.25,-2.73,-8.4,43.11
791,Ethereum Dark,ETHD,535138.5,0.356759,1500000,28091.8,-0.77,9.04,7.9
792,Chronos,CRX,534772.2613,0.00725312,73729961.91,721.004,-0.5,26.55,13.96
793,Pascal Lite,PASL,527104.5497,0.104957,5022100,3367.04,9.26,-21.83,
794,Gapcoin,GAP,520810.5871,0.0417171,12484343.04,3445.61,3.86,26.46,15.77
795,GoldReserve,XGR,509498.9457,0.0296714,17171382.06,761.668,-0.99,27.83,6.05
796,SONO,ALTCOM,497161.4929,2.38248,,4893.79,161.38,236.67,127.44
797,C-Bit,XCT,496075.425,0.00314717,157625875,1537.5,5.39,-15.87,-10.13
798,Philosopher S...,PHS,486885.5191,0.0809541,6014340.461,814.87,-1,19.95,46.52
799,Pioneer Coin,PCOIN,486384.5506,0.23808,2042945.861,5400.91,-7.14,-1.93,-24.97
800,KushCoin,KUSH,485379.6378,0.0884977,5484658.22,1886.01,-7.76,1.06,-10.31
801,RevolverCoin,XRE,482484.4017,0.0214342,22510026.11,1010.25,-1,19.67,-15.99
802,TajCoin,TAJ,473313.2783,0.0577113,8201396.924,103349,-0.52,23.13,225.68
803,CannaCoin,CCN,469681.4471,0.0999084,4701120.698,2714.27,-0.99,35.29,48.14
804,ChanCoin,CHAN,464641.9203,0.0640213,7257614.579,1444.65,-0.92,-14.99,-19.89
805,AllSafe,ASAFE2,464346.6639,0.0566255,8200310.177,1253.27,-0.6,4.55,5
806,Atomic Coin,ATOM,463625.6251,0.0332339,13950382.74,15221.2,-1.01,4.14,-55.4
807,Evil Coin,EVIL,452140.0256,0.0215096,21020382.79,4739.1,-2.14,-2.87,-6.57
808,Sativacoin,STV,452050.0579,0.0637664,7089157.58,676.099,-1,-1.69,-20.01
809,TEKcoin,TEK,449748.5376,0.000318056,1414054562,9080.09,-0.95,-1.42,13.77
810,bitBTC,BITBTC,448812.0037,10190.8,44.0409,3868.61,-7.51,10.12,
811,Bitcoin Fast,BCF,431490.9249,0.0752856,5731387.209,1948.06,-1.03,10.71,1.16
812,DigiCube,CUBE,430302.6686,0.000177143,2429126009,2364.13,-1.03,8.53,-15.22
813,Onix,ONX,427636.421,0.0155885,27432814,6669.47,-0.99,10.36,-9.75
814,Bitgem,BTG,425843.2881,7.08747,60083.9634,2742.41,-0.99,3.71,0.69
815,BERNcash,BERN,425808.0195,0.00597757,71234300.81,1293.28,5.52,18.05,-3.34
816,Dix Asset,DIX,417964,4.18E-06,1.00E+11,2111.07,-11.06,13.32,16.52
817,PostCoin,POST,417793.1119,0.0263289,15868232.7,3422.46,-2.55,15.55,-8.8
818,Ccore,CCO,416108.4,0.346757,1200000,819.284,-0.99,-11.7,-29.97
819,Bolivarcoin,BOLI,414842.9374,0.0457325,9071074.999,1607.23,-16.11,5.41,-6.27
820,ChessCoin,CHESS,406788.9408,0.00752856,54032768.65,755.127,-1,9.33,1.63
821,SoonCoin,SOON,405106.1869,0.0325057,12462620,2429.9,-2.99,13.49,0.6
822,SpaceCoin,SPACE,395149.8596,0.0183416,21543914.36,1263.38,4.4,4.12,-10.19
823,Coin2.1,C2,395029.4971,0.00504856,78245974.52,539.747,-0.99,31.63,-7.17
824,Zlancer,ZCG,393805.7279,0.196156,2007615,1927.62,-1.08,2.16,-38.22
825,AquariusCoin,ARCO,390238.2266,0.246372,1583939.029,1001.26,-1.03,-13.41,35.75
826,OctoCoin,888,389685.6527,0.00743999,52377174.26,5174.87,-1,-5.82,-44.43
827,EOT Token,EOT,385402.8487,0.0189063,20384890.15,8559.59,-1.01,-1.23,-12.56
828,Xios,XIOS,378671.9058,0.176152,2149688.37,1390.06,-0.99,15.41,-10.08
829,Helleniccoin,HNC,377769.5281,0.00579878,65146380.47,1522.42,0.46,-6.56,-13.02
830,Litecoin Plus,LCP,371998.4521,0.371999,999998.5272,3210.19,-1.09,17.42,-8.97
831,Eurocoin,EUC,368234.0304,0.0296567,12416554.45,3216.99,-0.83,15.28,22.23
832,GameUnits,UNITS,357314.3328,0.102884,3472982.512,1312.02,-1,22.38,3.45
833,LeaCoin,LEA,354304.6945,0.00106286,333350294.9,2876.83,-8.11,11.42,-6.83
834,bitGold,BITGOLD,348856.98,1796.75,194.16,2498.73,0.23,3.93,
835,GlobalBoost-Y,BSTY,332246.3615,0.0242917,13677361.47,3279.02,-5.52,3.28,-7.7
836,BumbaCoin,BUMBA,329173.5458,0.0145317,22652101.67,701.584,-1,0.45,-1.69
837,Freicoin,FRC,320271.2462,0.0106286,30132966.35,8070.73,-0.99,39.42,51.94
838,Kayicoin,KAYI,312797.3519,0.00110006,284345719.2,3570.02,-0.94,31.16,-9.35
839,SixEleven,611,308981.6202,0.706129,437571.0673,5066.06,-4.42,-2.83,-5.8
840,PoSToken,POS,305303.5313,0.325963,936620.2031,3129.21,-21.43,-28.98,-40.1
841,LiteBitcoin,LBTC,295243.4889,0.0102018,28940332.97,8306.92,-0.99,1.47,-6.88
842,YENTEN,YTN,290252.5584,0.0841427,3449527.51,1207.36,-1.03,4.94,-32.87
843,BitCoal,COAL,288529.2,0.0641176,4500000,696.017,-1.59,2.59,6.3
844,Independent M...,IMS,285409.2887,0.0531594,5368933.597,4110.49,-0.99,-6.64,-6.56
845,ParallelCoin,DUO,284391.2098,0.905524,314062.5867,3098.44,-5.14,7.76,-23.23
846,BriaCoin,BRIA,284256.5538,0.4157,683802.1501,1305.46,10.25,3.95,-0.21
847,Mao Zedong,MAO,281901.6685,0.0451714,6240711.347,566.189,-1.03,7.5,4.4
848,Dalecoin,DALC,280334.7867,0.607098,461762,16413,2.08,14.99,-19.14
849,DIBCOIN,DIBC,276774.5,0.0553549,5000000,684.163,-1.88,14.53,2.41
850,Global Tour Coin,GTC,270010.8609,0.00903427,29887402.18,2884.32,-5.62,3.09,26.05
851,Allion,ALL,269173.0829,0.0434195,6199359.34,789.916,-4.24,86.22,65.09
852,NevaCoin,NEVA,266289.8923,0.104261,2554070,2490.96,13.04,47.01,66.32
853,300 Token,300,265713.9,885.713,300,4507.11,-0.99,-13.62,22.6
854,ReeCoin,REE,259934.72,0.000101537,2560000000,1807.07,-23.47,-12.9,-17.27
855,TagCoin,TAG,258241.2394,0.0415944,6208557.869,1224.29,-1.75,-15.08,-37.03
856,Marijuanacoin,MAR,256944.4828,0.15748,1631600.729,10043.6,-2.53,32.69,17.87
857,Quatloo,QTL,252274.7043,0.0326828,7718882.846,8847.21,-1.26,6.79,-18.06
858,MustangCoin,MST,250115.7867,0.396793,630343.2437,1888.1,-1.04,-1.27,6.91
859,Darsek,KED,247617.0323,0.0145257,17046822.69,674.623,2.12,17.18,-13.69
860,HempCoin,HMP,240320.2485,0.000177143,1356645470,574.643,-1,11.42,105.11
861,CacheCoin,CACH,239493.8004,0.0570885,4195132.127,1526.86,6.83,16.54,-2.12
862,Eryllium,ERY,235677.4288,0.041963,5616315.058,4602.23,-2.65,5.5,-8.23
863,StarCash Network,STARS,231162.8252,0.262525,880536.426,1113.47,26.01,41.86,-52.04
864,EagleCoin,EAGLE,226386.6876,0.108142,2093420.573,742.979,-5.56,33.72,-10.41
865,Bitcoin Planet,BTPL,218753.8567,0.0354285,6174516.468,645.414,-0.99,4.99,15.57
866,CoExistCoin,COXST,216183.746,0.00797726,27100000,1621.12,-0.5,115.98,77.84
867,Rupaya,RUPX,213371.2282,0.0345384,6177797.125,1825.6,-0.99,-47.78,-25.8
868,Beatcoin,XBTS,212318.6376,0.139254,1524686.096,14892.2,-1.52,-0.28,-3.89
869,Advanced Inte...,AIB,209133.0242,0.00875885,23876767.41,5690.66,-0.01,-24.72,-29.72
870,Luna Coin,LUNA,207781.681,0.121764,1706429.495,1062.05,-2.56,14.13,27.11
871,FuzzBalls,FUZZ,207683.771,0.0429992,4829945,847.747,7.67,17.98,11.63
872,EcoCoin,ECO,197697.3062,0.17141,1153359.233,1879.92,-0.98,20.26,7.26
873,Creatio,XCRE,197099.9474,0.00960502,20520514,667.409,-0.99,15.36,6.49
874,Cannation,CNNC,195360.7025,0.0788733,2476892.719,1770.64,-0.99,6.71,-8.15
875,PayCon,CON,192053.8828,0.00833473,23042604,783.23,-1,5.33,-6.19
876,Acoin,ACOIN,187287.9212,0.153504,1220084.957,644.428,-9.89,28.78,-9.83
877,GoldPieces,GP,186219.7437,0.152619,1220160.948,820.893,-1.17,8.34,-1.59
878,Roofs,ROOFS,184228.2,0.00141714,130000000,2460.5,-1,37.14,41.55
879,Comet,CMT,179468.6861,0.205617,,1100.3,-1.01,36.06,26.1
880,X-Coin,XCO,178207.4197,0.014389,12384976,2973.37,6.03,5.34,-3
881,Neuro,NRO,178010.6729,0.00380856,46739626.76,820.313,1.36,-11.3,-30.87
882,Useless Ether...,UET,175914.0107,0.0443587,3965716.098,29431.4,-18.04,54.12,16.25
883,Bitcedi,BXC,173348.5047,0.0301142,5756370.905,1652.48,-1,21.81,-4.35
884,Quebecoin,QBC,173322.8546,0.0113371,15288112,4533.77,-3.37,3.8,9.39
885,Veltor,VLT,164829.6651,0.297068,554855,548.703,-0.99,10.19,5.35
886,Spots,SPT,163058.2512,0.00727743,22406021.24,547.256,-8.75,-9.61,-4.05
887,Flaxscript,FLAX,156167.1775,0.0279,5597389.875,583.709,-1,11.07,-7.23
888,Cthulhu Offer...,OFF,155184.6301,0.0591656,2622886.105,1330.14,-0.99,12.4,-8.02
889,bitEUR,BITEUR,153222.5556,1.4226,107706,2302.3,0.01,-0.57,36.47
890,SongCoin,SONG,149986.3279,0.00460571,32565300,2456.33,-0.99,24.58,3.33
891,Kronecoin,KRONE,146361.7684,0.0292285,5007501.869,1384.48,7.24,9.35,9.12
892,Gold Pressed ...,GPL,140937.8888,0.549408,256526.8231,680.974,-1,1.96,-13.44
893,VapersCoin,VPRC,138193.6765,0.000177143,780124964,3157.4,-0.99,11.42,2.99
894,BnrtxCoin,BNX,137004.743,0.00478285,28645001,2065.95,-6.2,18.2,-0.95
895,Debitcoin,DBTC,125563.0732,0.00697587,17999629.18,585.899,-0.31,-1.16,-23.61
896,Coinonat,CXT,125491.705,0.0145528,8623200,772.652,-1,3.96,-21.2
897,BenjiRolls,BENJI,124578.3808,0.0061441,20276099.15,2136.09,-0.98,6.72,-7.73
898,Speedcash,SCS,113448.8776,0.433291,261830.681,1764.35,-0.99,62.95,32.03
899,LiteCoin Ultra,LTCU,100494.8425,0.100565,999302.3663,5307.66,2.63,16.49,-8.8
900,BOAT,BOAT,98568.44226,0.00531428,18547845.1,800.385,-3.67,44.16,14.99
901,MiloCoin,MILO,91147.1629,0.00844741,10789953.71,595.427,-0.99,15.35,-4.64
902,Torcoin,TOR,90930.091,0.287591,316178.5,1170.68,-0.99,16.87,-4.94
903,Master Swiscoin,MSCN,88718.36167,0.00196526,45143320.31,4265.33,-5.04,3.71,3.56
904,iDice,ICE,84100.55761,0.0535327,1571012.813,840.763,-1,-19.75,-25.4
